Paper_ID,Title,Abstract,Problem_Statement,Solution,Methodology,Dataset,Existing_Systems,Authors,Year,Journal,Conference,DOI,Keywords,Citation_Count,Research_Area,Verification_Stage,Evidence_Sources,Organization_Scope,Product_Identity,Evidence_Reconciliation,Explainability,Human_In_The_Loop,Return_Dispute,Limitations,Research_Gap,TriNetra_Relevance,TriNetra_Module,Source,URL,Relevance_Score,Classification
TRINETRA_0203,Online dispute resolution in e-commerce: is consensus in regulation UNCITRAL’s utopian idea or a realistic ambition?,"The rigorous deliberations of the United Nations Commission on International Trade Law to create a global regulatory framework for Online Dispute Resolution have failed to generate a consensus. This paper analyses whether UNCITRAL’s ambition to develop an inclusive ODR regulatory platform has considered the complexities of cutting across cultural boundaries and power (im)balances. The objective here is to challenge UNCITRAL’s assumption that technology’s a-territorial nature facilitates homogeneity in ODR. To this end, the paper examines the implications of globalisation and the evolution of diverse cultures on ODR and proposes that an alternative approach is needed to combine cosmopolitan and legal pluralism in developing a platform trusted by all disputing parties. The author argues that the focus of contemporary research should extend to consider commonalities across and between national, regional and global levels of governance when regulating for ODR. The paper’s findings will inform policy makers and regulators, including UNCITRAL, when considering the role and interaction of various stakeholders when developing an ODR framework. The significance of this article lies in bringing out that the creation of a regulatory ODR framework needs to be more finely nuanced due to its nature as a normative and legal hybrid.",The rigorous deliberations of the United Nations Commission on International Trade Law to create a global regulatory framework for Online Dispute Resolution have failed to generate a consensus.,Proposes Online dispute resolution in e-commerce: is consensus in reg mechanism for product/evidence verification.,Rule-based System / Architecture,E-Commerce Fulfillment & Return Records,"Standard warehouse packing scanners, single-source fraud detection tools.",Constantina Sampani,2021,Information & Communications Technology Law,Information & Communications Technology Law,10.1080/13600834.2021.1875539,Normative; Global governance; Pluralism (philosophy); Commission; Law and economics; Political science; Globalization; Corporate governance; Dispute resolution; Online dispute resolution,48,Strategy and Management,Return,Marketplace,Unknown,None/Unknown,None,None,Conditional,Yes,Assumes single-organization data access; limited cross-organizational data sharing.,Does not reconcile conflicting records generated independently across separate stakeholder systems.,Provides foundational methodology for return and unknown verification.,Trust Score,OpenAlex,https://doi.org/10.1080/13600834.2021.1875539,16.8,Highly Relevant
TRINETRA_0198,Unleashing Alternative Dispute Resolution (ADR) in Resolving Complex Legal- Technical Issues Arising in Cyberspace Lensing E-Commerce and Intellectual Property: Proliferation of E-Commerce Digital Economy,"The rapid growth of cyberspace has brought about numerous legal and technical challenges, often requiring innovative solutions for effective dispute resolution. The exponential growth of the digital era has ushered in a dynamic landscape known as cyberspace, replete with intricate legal and technical challenges. The online interactions and intellectual property rights become increasingly prevalent, that’s why the disputes and conflicts arise within this virtual realm. Navigating these multifaceted complexities requires innovative approaches to dispute resolution that transcend traditional legal paradigms. Alternative Dispute Resolution (ADR) emerges as a compelling solution offering a versatile toolkit for resolving disputes that meld intricate legal considerations with complex technological dimensions. By probing the depths of its methodologies, exploring its advantages and limitations, and addressing the integration of technical expertise into the dispute resolution process, we pave the way for an in-depth understanding of how ADR not only bridges the gap between law and technology but also propels the evolution of dispute resolution mechanisms in the ever-evolving realm of cyberspace. The paper explores the applicability of ADR methods, such as mediation, arbitration, and negotiation, to navigate complex disputes in online environments, focusing on e-commerce and intellectual property realms. By analyzing legal frameworks and practical implications, this paper highlights the benefits and challenges of employing ADR to resolve intricate disputes arising in the digital landscape.","The rapid growth of cyberspace has brought about numerous legal and technical challenges, often requiring innovative solutions for effective dispute resolution. Navigating these multifaceted complexities requires innovative approaches to dispute resolution that transcend traditional legal paradigms. Alternative Dispute Resolution (ADR) emerges as a compelling solution offering a versatile toolkit for resolving disputes that meld intricate legal considerations with complex technological dimensions. By probing the depths of its methodologies, exploring its advantages and limitations, and addressing the integration of technical expertise into the dispute resolution process, we pave the way for an in-depth understanding of how ADR not only bridges the gap between law and technology but also propels the evolution of dispute resolution mechanisms in the ever-evolving realm of cyberspace.",Proposes Unleashing Alternative Dispute Resolution (ADR) in Resolving mechanism for product/evidence verification.,Rule-based System / Architecture,E-Commerce Fulfillment & Return Records,"Standard warehouse packing scanners, single-source fraud detection tools.",Bhupinder Singh,2023,REVISTA BRASILEIRA DE ALTERNATIVE DISPUTE RESOLUTION,REVISTA BRASILEIRA DE ALTERNATIVE DISPUTE RESOLUTION,10.52028/rbadr.v5i10.art04.ind,Cyberspace; Intellectual property; Online dispute resolution; Alternative dispute resolution; Dispute resolution; Realm; Arbitration; Negotiation; Mediation; Dispute mechanism,78,Strategy and Management,Dispute Resolution,Multi-Source,Unknown,RFID,None,Rule-Based,Yes,Yes,Assumes single-organization data access; limited cross-organizational data sharing.,Does not reconcile conflicting records generated independently across separate stakeholder systems.,Provides foundational methodology for dispute resolution and unknown verification.,Evidence Consistency,OpenAlex,https://doi.org/10.52028/rbadr.v5i10.art04.ind,16.8,Highly Relevant
TRINETRA_0199,Redress and Alternative Dispute Resolution in EU Cross-Border E-Commerce Transactions1,"Effective dispute settlement is regarded as one of the means of enhancing consumer confidence in cross-border purchases over the Internet. Yet, studies of online dispute resolution (ODR) show, on the whole, poor uptake of ODR by the public. This paper is based on a research project carried out by the authors (funded by the European Parliament) which explored why so few people resort to ODR and what are the implications of low uptake for consumer confidence in cross-border e-commerce. The authors expand the traditional definition of ODR and introduce a distinction between what they term ‘hard’ or traditional ODR processes and the more novel ‘soft’ ODR processes. The low uptake of ‘hard’ ODR is critically considered, as are the theoretical advantages and disadvantages of ‘hard’ and ‘soft’ ODR. Successful examples of one ‘hard’ and one ‘soft’ ODR mechanism are reviewed. The authors conclude with considering the implications for EU ODR policy in the short, medium and long term.","Yet, studies of online dispute resolution (ODR) show, on the whole, poor uptake of ODR by the public.",Proposes Redress and Alternative Dispute Resolution in EU Cross-Borde mechanism for product/evidence verification.,Rule-based System / Architecture,E-Commerce Fulfillment & Return Records,"Standard warehouse packing scanners, single-source fraud detection tools.",Lilian Edwards; Caroline Wilson,2007,International Review of Law Computers & Technology,International Review of Law Computers & Technology,10.1080/13600860701701603,Redress; Parliament; Online dispute resolution; Settlement (finance); Business; Law and economics; Dispute resolution; Political science; Alternative dispute resolution; Economics,50,Strategy and Management,Dispute Resolution,Multi-Source,Unknown,RFID,None,None,Conditional,Yes,Assumes single-organization data access; limited cross-organizational data sharing.,Does not reconcile conflicting records generated independently across separate stakeholder systems.,Provides foundational methodology for dispute resolution and unknown verification.,Human Review,OpenAlex,https://doi.org/10.1080/13600860701701603,16.8,Highly Relevant
TRINETRA_0207,Universal standards for the concept of trust in online dispute resolution systems in e-commerce disputes,"Abstract The need for an appropriate jurisdiction for electronic commerce disputes has led to the well-established mechanism for solving disputes through the internet known as the Online Dispute Resolution (ODR). Currently, there is no universal agreement about the concept of trust in ODR systems, although this issue has been widely discussed in the field of Alternative Dispute Resolution (ADR). The current study aimed to develop a set of standards to enhance trust and confidence in using ODR systems. In this study, we have adopted a new approach in the ODR field, and no similar research has been conducted. This study used a quantitative (online survey) and mainly qualitative approach (interview) for gathering data. After analysing data, this research identified three elements as standards to measure trust in ODR systems including knowledge, expectations of fairness and code of ethics. Finally, our findings provide several practical and methodological implications.","Abstract The need for an appropriate jurisdiction for electronic commerce disputes has led to the well-established mechanism for solving disputes through the internet known as the Online Dispute Resolution (ODR). Currently, there is no universal agreement about the concept of trust in ODR systems, although this issue has been widely discussed in the field of Alternative Dispute Resolution (ADR).",Proposes Universal standards for the concept of trust in online dispu mechanism for product/evidence verification.,Rule-based System / Architecture,E-Commerce Fulfillment & Return Records,"Standard warehouse packing scanners, single-source fraud detection tools.",Fahimeh Abedi; John Zeleznikow; Emilia Bellucci,2019,International Journal of Law and Information Technology,International Journal of Law and Information Technology,10.1093/ijlit/eaz005,Online dispute resolution; Dispute resolution; Field (mathematics); Jurisdiction; The Internet; Resolution (logic); Alternative dispute resolution; Computer science; Set (abstract data type); Knowledge management,18,Strategy and Management,Dispute Resolution,Multi-Source,Unknown,None/Unknown,None,Rule-Based,Conditional,Yes,Assumes single-organization data access; limited cross-organizational data sharing.,Does not reconcile conflicting records generated independently across separate stakeholder systems.,Provides foundational methodology for dispute resolution and unknown verification.,Trust Score,OpenAlex,https://doi.org/10.1093/ijlit/eaz005,16.8,Highly Relevant
TRINETRA_0085,A circular reverse logistics framework for handling e-commerce returns,"Global e-commerce sales are growing rapidly adding complexities to their supply chains. There are an increasing trend of product returns along with the growth of global e-commerce platforms, placing a huge significance on reverse logistics management. E-commerce being a competitive industry, factors such as environmental concerns, customer awareness, and legal pressure have led the firms to pay attention to the circular economy and sustainability concepts while managing their reverse logistics. Considering the above factors, this paper proposes a three-stage, circular reverse logistics framework for handling e-commerce returns. We introduce a novel method of applying ward-like hierarchical clustering with geographical constraints on returns data to identify return patterns as the first stage. As the second stage, a circular economy network was introduced among different parties to commit towards the circular economy. We develop a mixed integer linear programming model upon the above circular economy network in the third stage to capture different facets of the reverse logistics in e-commerce and optimize the network. At the final stage, the model is validated with a case study based on an e-commerce firm engaged in consumer electrical and electronics. The decision support system which is an output of this study will help the decision makers in e-commerce firms to embrace circular economy and optimize the reverse logistics network, while handling product returns.","Considering the above factors, this paper proposes a three-stage, circular reverse logistics framework for handling e-commerce returns.",Proposes A circular reverse logistics framework for handling e-commer mechanism for product/evidence verification.,Rule-based System / Architecture,E-Commerce Fulfillment & Return Records,"Standard warehouse packing scanners, single-source fraud detection tools.",Pamal R. Nanayakkara; Madushan Madhava Jayalath; Amila Thibbotuwawa; H. Niles Perera,2022,Cleaner Logistics and Supply Chain,Cleaner Logistics and Supply Chain,10.1016/j.clscn.2022.100080,Circular economy; Reverse logistics; Supply chain; Business; Commit; Industrial organization; Product (mathematics); Sustainability; Network effect; Supply chain management,69,Strategy and Management,Return,Marketplace; Logistics; Return Center; Customer,Unknown,RFID,None,Knowledge Graph,Conditional,Yes,Assumes single-organization data access; limited cross-organizational data sharing.,Does not reconcile conflicting records generated independently across separate stakeholder systems.,Provides foundational methodology for return and unknown verification.,Marketplace Dashboard,OpenAlex,https://doi.org/10.1016/j.clscn.2022.100080,15.4,Highly Relevant
TRINETRA_0089,A Reverse Logistics Network Model for Handling E-commerce Returns,"E-commerce supply chains are becoming more complex due to increasing global sales, and product returns from these sales are alarmingly high, highlighting the importance of effective return management. This paper proposes a reverse logistics network model to optimize return management. The proposed model applies ward-like hierarchical clustering with geographical constraints to detect return tendencies and utilizes mixed integer linear programming to optimize the network. The decision variables of the model include selection of Initial Collection Centers (ICCs), allocation of customer markets to ICCs, and optimal return volumes to be sent to each fulfillment center and recycling center from ICCs. The validity of the proposed model is established through a case study conducted in the consumer electrical and electronics sector of an e-commerce firm, providing 39.9% cost savings on average compared to the current Reverse Logistics (RL) network operation. This study contributes to the literature by integrating industry 4.0 technologies into the assessment of RL and facility planning with network optimization. The proposed RL network model serves as an operational planning tool, providing directions to e-commerce firms on optimizing RL networks and utilizing partner networks with integrated decision making for product returns.",This paper proposes a reverse logistics network model to optimize return management.,Proposes A Reverse Logistics Network Model for Handling E-commerce Re mechanism for product/evidence verification.,Rule-based System / Architecture,E-Commerce Fulfillment & Return Records,"Standard warehouse packing scanners, single-source fraud detection tools.",Amila Thibbotuwawa; Pamal R. Nanayakkara; W. Madushan Fernando; Madushan Madhava Jayalath; H. Niles Perera; Peter Nielsen,2023,IFAC-PapersOnLine,IFAC-PapersOnLine,10.1016/j.ifacol.2023.10.1559,Reverse logistics; Computer science; Integer programming; Operations research; Supply chain; Logistics center; Product (mathematics); Business; Marketing; Engineering,12,Strategy and Management,Return,Logistics; Return Center; Customer,Unknown,None/Unknown,None,Knowledge Graph,Conditional,Yes,Assumes single-organization data access; limited cross-organizational data sharing.,Does not reconcile conflicting records generated independently across separate stakeholder systems.,Provides foundational methodology for return and unknown verification.,Evidence Collection,OpenAlex,https://doi.org/10.1016/j.ifacol.2023.10.1559,15.4,Highly Relevant
TRINETRA_0406,Online dispute resolution: The future of justice,"The purpose of this study is to present the main facets of online dispute resolution, including a definition of the term, the types of resolution available, and the most recent legal regulations in this area. The article is an in-depth study of this field, discussing online mediation and electronic arbitration, their uses and their relationships with e-commerce. The strengths and weaknesses of online dispute resolution are identified and used to help formulate de lege ferenda stipulations. The paper is divided into three parts. Part I looks at preliminary aspects of online dispute resolution (ODR), including a definition of the term and an examination of its phases of development, implementation examples and the relationship between ODR and technology. Part II is devoted to examining the two most frequent forms of ODR: online mediation and electronic arbitration. Part III is an analysis of consumer disputes arising from commercial transactions made using electronic communications. As an example of the implementation of ODR, the author emphasises the importance of new European regulations on that and alternative dispute resolution (ADR): Directive 2013/11/EU of the European Parliament and of the Council of 21 May 2013 on alternative dispute resolution for consumer disputes and amending Regulation (EC) No 2006/2004 and Directive 2009/22/EC (Directive on consumer ADR), and Regulation (EU) No 524/2013 of the European Parliament and of the Council of 21 May 2013 on online dispute resolution for consumer disputes and amending Regulation (EC) No 2006/2004 and Directive 2009/22/EC (Regulation on consumer ODR).","The purpose of this study is to present the main facets of online dispute resolution, including a definition of the term, the types of resolution available, and the most recent legal regulations in this area. The strengths and weaknesses of online dispute resolution are identified and used to help formulate de lege ferenda stipulations. Part I looks at preliminary aspects of online dispute resolution (ODR), including a definition of the term and an examination of its phases of development, implementation examples and the relationship between ODR and technology. As an example of the implementation of ODR, the author emphasises the importance of new European regulations on that and alternative dispute resolution (ADR): Directive 2013/11/EU of the European Parliament and of the Council of 21 May 2013 on alternative dispute resolution for consumer disputes and amending Regulation (EC) No 2006/2004 and Directive 2009/22/EC (Directive on consumer ADR), and Regulation (EU) No 524/2013 of the European Parliament and of the Council of 21 May 2013 on online dispute resolution for consumer disputes and amending Regulation (EC) No 2006/2004 and Directive 2009/22/EC (Regulation on consumer ODR).",Proposes Online dispute resolution: The future of justice mechanism for product/evidence verification.,Rule-based System / Architecture,E-Commerce Fulfillment & Return Records,"Standard warehouse packing scanners, single-source fraud detection tools.",Karolina Mania,2015,International Comparative Jurisprudence,International Comparative Jurisprudence,10.1016/j.icj.2015.10.006,Online dispute resolution; Mediation; Alternative dispute resolution; Arbitration; Directive; Parliament; Dispute resolution; Political science; European union; Dispute mechanism,82,Strategy and Management,Dispute Resolution,Multi-Source,Unknown,None/Unknown,None,None,Conditional,Yes,Assumes single-organization data access; limited cross-organizational data sharing.,Does not reconcile conflicting records generated independently across separate stakeholder systems.,Provides foundational methodology for dispute resolution and unknown verification.,Marketplace Dashboard,OpenAlex,https://doi.org/10.1016/j.icj.2015.10.006,14.4,Relevant
TRINETRA_0051,A Trust Model for Consumer Internet Shopping,"E-commerce success, especially in the business-to-consumer area, is determined in part by whether consumers trust sellers and products they cannot see or touch, and electronic systems with which they have no previous experience. This paper describes a theoretical model for investigating the four main antecedent influences on consumer trust in Internet shopping, a major form of business-to-consumer e-commerce: trustworthiness of the Internet merchant, trustworthiness of the Internet as a shopping medium, infrastructural (contextual) factors (e.g., security, third-party certification), and other factors (e.g., company size, demographic variables). The antecedent variables are moderated by the individual consumer's degree of trust propensity, which reflects personality traits, culture, and experience. Based on the research model, a comprehensive set of hypotheses is formulated and a methodology for testing them is outlined. Some of the hypotheses are tested empirically to demonstrate the applicability of the theoretical model. The findings indicate that merchant integrity is a major positive determinant of consumer trust in Internet shopping, and that its effect is moderated by the individual consumer's trust propensity.","E-commerce success, especially in the business-to-consumer area, is determined in part by whether consumers trust sellers and products they cannot see or touch, and electronic systems with which they have no previous experience.",Proposes A Trust Model for Consumer Internet Shopping mechanism for product/evidence verification.,Rule-based System / Architecture,E-Commerce Fulfillment & Return Records,"Standard warehouse packing scanners, single-source fraud detection tools.",Matthew Lee; Efraim Turban,2001,International Journal of Electronic Commerce,International Journal of Electronic Commerce,10.1080/10864415.2001.11044227,Antecedent (behavioral psychology); The Internet; Internet shopping; Trustworthiness; Business; Set (abstract data type); Certification; E-commerce; Marketing; Advertising,2001,Information Systems and Management,End-to-End,Seller,Unknown,None/Unknown,None,Knowledge Graph,Conditional,No,Assumes single-organization data access; limited cross-organizational data sharing.,Does not reconcile conflicting records generated independently across separate stakeholder systems.,Provides foundational methodology for end-to-end and unknown verification.,Trust Score,OpenAlex,https://doi.org/10.1080/10864415.2001.11044227,14.4,Relevant
TRINETRA_0083,"Explainable AI is Dead, Long Live Explainable AI!","In this paper, we argue for a paradigm shift from the current model of explainable artificial intelligence (XAI), which may be counter-productive to better human decision making. In early decision support systems, we assumed that we could give people recommendations and that they would consider them, and then follow them when required. However, research found that people often ignore recommendations because they do not trust them; or perhaps even worse, people follow them blindly, even when the recommendations are wrong. Explainable artificial intelligence mitigates this by helping people to understand how and why models give certain recommendations. However, recent research shows that people do not always engage with explainability tools enough to help improve decision making. The assumption that people will engage with recommendations and explanations has proven to be unfounded. We argue this is because we have failed to account for two things. First, recommendations (and their explanations) take control from human decision makers, limiting their agency. Second, giving recommendations and explanations does not align with the cognitive processes employed by people making decisions. This position paper proposes a new conceptual framework called Evaluative AI for explainable decision support. This is a machine-in-the-loop paradigm in which decision support tools provide evidence for and against decisions made by people, rather than provide recommendations to accept or reject. We argue that this mitigates issues of over- and under-reliance on decision support tools, and better leverages human expertise in decision making.","However, research found that people often ignore recommendations because they do not trust them; or perhaps even worse, people follow them blindly, even when the recommendations are wrong. However, recent research shows that people do not always engage with explainability tools enough to help improve decision making.","Proposes Explainable AI is Dead, Long Live Explainable AI! mechanism for product/evidence verification.",Rule-based System / Architecture,Supply Chain Event Log,"Standard warehouse packing scanners, single-source fraud detection tools.",Tim Miller,2023,nan,nan,10.1145/3593013.3594001,Agency (philosophy); Limiting; Computer science; Decision support system; Cognition; Position (finance); Position paper; Control (management); Knowledge management; Management science,155,Artificial Intelligence,End-to-End,Multi-Source,Unknown,None/Unknown,None,None,Yes,No,Assumes single-organization data access; limited cross-organizational data sharing.,Does not reconcile conflicting records generated independently across separate stakeholder systems.,Provides foundational methodology for end-to-end and unknown verification.,Trust Score,OpenAlex,https://doi.org/10.1145/3593013.3594001,14.0,Relevant
TRINETRA_0166,Comment based Seller Trust model for E-commerce,"E-commerce is on a boom and consumer reviews have become an essential aspect of this growing business. Various models have been proposed that use user feedback reviews to compute seller trust profile. The feedback reviews consist of ratings as well as comments given by the user. Models that compute seller trust based on user feedback ratings overlook the important subjective details in the text and give inaccurate trust scores based on ratings which are objective in nature. We have proposed a novel model for computing seller trust profile based on fine grained analysis of feedback comments. In our approach, we have proposed a unique methodology to compare and verify our result with two e-commerce websites. A few common seller on Amazon and Flipkart have been identified and trust scores have been computed for them. The computed trust scores for the sellers on Amazon are considerably lesser than those displayed on the website while those for Flipkart are nearly equal to those mentioned on its website. The calculated relative error is considerably higher on Amazon as compared to Flipkart. The experiment is unique of its kind in the field of natural language processing and sentiment analysis, and achieves the stated objective.",,Proposes Comment based Seller Trust model for E-commerce mechanism for product/evidence verification.,Rule-based System / Architecture,E-Commerce Fulfillment & Return Records,"Standard warehouse packing scanners, single-source fraud detection tools.",Kushagra Bhargava; Tanvi Gujral; Mihir Chawla; Tanya Gujral,2016,nan,nan,10.1109/icctict.2016.7514612,Computer science; Business; Computer security,10,Information Systems,End-to-End,Seller,Unknown,None/Unknown,None,None,Conditional,No,Assumes single-organization data access; limited cross-organizational data sharing.,Does not reconcile conflicting records generated independently across separate stakeholder systems.,Provides foundational methodology for end-to-end and unknown verification.,Trust Score,OpenAlex,https://doi.org/10.1109/icctict.2016.7514612,14.0,Relevant
TRINETRA_0234,Toward Involving End-users in Interactive Human-in-the-loop AI Fairness,"Ensuring fairness in artificial intelligence (AI) is important to counteract bias and discrimination in far-reaching applications. Recent work has started to investigate how humans judge fairness and how to support machine learning experts in making their AI models fairer. Drawing inspiration from an Explainable AI approach called explanatory debugging used in interactive machine learning, our work explores designing interpretable and interactive human-in-the-loop interfaces that allow ordinary end-users without any technical or domain background to identify potential fairness issues and possibly fix them in the context of loan decisions. Through workshops with end-users, we co-designed and implemented a prototype system that allowed end-users to see why predictions were made, and then to change weights on features to “debug” fairness issues. We evaluated the use of this prototype system through an online study. To investigate the implications of diverse human values about fairness around the globe, we also explored how cultural dimensions might play a role in using this prototype. Our results contribute to the design of interfaces to allow end-users to be involved in judging and addressing AI fairness through a human-in-the-loop approach.",,Proposes Toward Involving End-users in Interactive Human-in-the-loop  mechanism for product/evidence verification.,Empirical Data Analysis / ML,Supply Chain Event Log,"Standard warehouse packing scanners, single-source fraud detection tools.",Yuri Nakao; Simone Stumpf; Subeida Ahmed; Aisha Naseer; Lorenzo Strappelli,2022,ACM Transactions on Interactive Intelligent Systems,ACM Transactions on Interactive Intelligent Systems,10.1145/3514258,Human-in-the-loop; Debugging; Computer science; End user; Context (archaeology); Human–computer interaction; Domain (mathematical analysis); Artificial intelligence; World Wide Web; Mathematical analysis,68,Safety Research,End-to-End,Multi-Source,Unknown,Multi-Feature,None,None,Yes,No,Assumes single-organization data access; limited cross-organizational data sharing.,Does not reconcile conflicting records generated independently across separate stakeholder systems.,Provides foundational methodology for end-to-end and unknown verification.,Explainability,OpenAlex,https://doi.org/10.1145/3514258,13.2,Relevant
TRINETRA_0240,Human-in-the-loop machine learning: a state of the art,"Abstract Researchers are defining new types of interactions between humans and machine learning algorithms generically called human-in-the-loop machine learning. Depending on who is in control of the learning process, we can identify: active learning, in which the system remains in control; interactive machine learning, in which there is a closer interaction between users and learning systems; and machine teaching, where human domain experts have control over the learning process. Aside from control, humans can also be involved in the learning process in other ways. In curriculum learning human domain experts try to impose some structure on the examples presented to improve the learning; in explainable AI the focus is on the ability of the model to explain to humans why a given solution was chosen. This collaboration between AI models and humans should not be limited only to the learning process; if we go further, we can see other terms that arise such as Usable and Useful AI. In this paper we review the state of the art of the techniques involved in the new forms of relationship between humans and ML algorithms. Our contribution is not merely listing the different approaches, but to provide definitions clarifying confusing, varied and sometimes contradictory terms; to elucidate and determine the boundaries between the different methods; and to correlate all the techniques searching for the connections and influences between them.",,Proposes Human-in-the-loop machine learning: a state of the art mechanism for product/evidence verification.,Empirical Data Analysis / ML,Supply Chain Event Log,"Standard warehouse packing scanners, single-source fraud detection tools.",Eduardo Mosqueira-Rey; Elena Hernández-Pereira; David Alonso-Ríos; José Bobes-Bascarán; Ángel Fernández-Leal,2022,Artificial Intelligence Review,Artificial Intelligence Review,10.1007/s10462-022-10246-w,Computer science; Artificial intelligence; Machine learning; Process (computing); Active learning (machine learning); Domain (mathematical analysis); Aside; Instance-based learning; Control (management); Robot learning,911,Artificial Intelligence,End-to-End,Multi-Source,Unknown,None/Unknown,None,None,Yes,No,Assumes single-organization data access; limited cross-organizational data sharing.,Does not reconcile conflicting records generated independently across separate stakeholder systems.,Provides foundational methodology for end-to-end and unknown verification.,Explainability,OpenAlex,https://doi.org/10.1007/s10462-022-10246-w,13.2,Relevant
TRINETRA_0350,"Values in Land: Fiscal Pressures, Land Disputes and Justice Claims in Rural and Peri-urban China","This paper explores justice claims and legal recourse in disputes over land rights—a major source of unrest—in rural China. Local governments’ search for fiscal revenue and the concomitant fiscalisation of land create the context for the recent wave of land disputes. The types of dispute and the contexts in which disputes arise shape the ways in which citizens seek recourse to threats to their property rights and shape the kinds of justice claim they make in the process. Citizens whose land rights are threatened by land takings orchestrated by local governments and outside developers are more likely to pursue both distributive and procedural justice claims in court than are citizens whose land rights are threatened by reallocation of land within the community. In the latter case, citizens are more likely to pursue distributive but not procedural justice claims through mediation. These patterns hold in both case study and survey evidence. Distributive justice is associated with the fairness of outcome of a dispute, while procedural justice is associated with fairness of the process of dispute resolution.","Distributive justice is associated with the fairness of outcome of a dispute, while procedural justice is associated with fairness of the process of dispute resolution.","Proposes Values in Land: Fiscal Pressures, Land Disputes and Justice  mechanism for product/evidence verification.",Rule-based System / Architecture,Supply Chain Event Log,"Standard warehouse packing scanners, single-source fraud detection tools.",Susan H. Whiting,2011,Urban Studies,Urban Studies,10.1177/0042098010390242,Procedural justice; China; Dispute resolution; Context (archaeology); Distributive justice; Economic Justice; Land law; Mediation; Political science; Law and economics,110,Political Science and International Relations,Dispute Resolution,Multi-Source,Unknown,None/Unknown,None,Feature Importance (SHAP/LIME),Conditional,Yes,Assumes single-organization data access; limited cross-organizational data sharing.,Does not reconcile conflicting records generated independently across separate stakeholder systems.,Provides foundational methodology for dispute resolution and unknown verification.,Marketplace Dashboard,OpenAlex,https://doi.org/10.1177/0042098010390242,12.8,Relevant
TRINETRA_0209,E-commerce development in rural and remote areas of BRICS countries,"E-commerce plays an essential role in modern trade today. It is expected that e-commerce volume amounted to 29 trillion USD in the world in 2017, and would grow with the spread of the Internet and information and communication technologies (ICTs). Brazil, Russia, India, China and South Africa (BRICS), together with many others, consider e-commerce a means to facilitate rapid, inclusive and sustainable economic growth, improving the living standards and alleviating poverty. This article examines areas for potential cooperation by BRICS countries in e-commerce development across rural and remote areas to fight poverty. It analyses the current state of e-commerce development in rural and remote areas in each of the BRICS countries, including cases of public and private initiatives to support it. The article also defines the opportunities which e-commerce brings to people living in rural and remote areas. Moreover, it evaluates the existing challenges and risks. The article concludes that despite the rapid e-commerce development in BRICS countries, and significant opportunities created, there are still issues of disproportionate e-commerce in varied regions and the lack of BRICS cooperation in this sphere. Based on a comparative and normative in-depth, systematic analysis, the article develops a set of recommendations for deepening BRICS countries’ cooperation in the following areas: infrastructure in rural and remote regions; education; consumer protection; online dispute resolution; coordinated policy in the international scene, including representation of BRICS countries in international indexes, such as the Organization of Economic Co-operation and Development (OECD) Digital Services Trade Restrictiveness Index (STRI).","This article examines areas for potential cooperation by BRICS countries in e-commerce development across rural and remote areas to fight poverty. The article concludes that despite the rapid e-commerce development in BRICS countries, and significant opportunities created, there are still issues of disproportionate e-commerce in varied regions and the lack of BRICS cooperation in this sphere. Based on a comparative and normative in-depth, systematic analysis, the article develops a set of recommendations for deepening BRICS countries’ cooperation in the following areas: infrastructure in rural and remote regions; education; consumer protection; online dispute resolution; coordinated policy in the international scene, including representation of BRICS countries in international indexes, such as the Organization of Economic Co-operation and Development (OECD) Digital Services Trade Restrictiveness Index (STRI).",Proposes E-commerce development in rural and remote areas of BRICS co mechanism for product/evidence verification.,Rule-based System / Architecture,E-Commerce Fulfillment & Return Records,"Standard warehouse packing scanners, single-source fraud detection tools.",Karine HAJI,2021,Journal of Integrative Agriculture,Journal of Integrative Agriculture,10.1016/s2095-3119(20)63451-7,Poverty; China; Business; Rural area; General Agreement on Trade in Services; Economic growth; Sustainable development; International trade; Economics; Political science,217,Business and International Management,Return,Multi-Source,Unknown,None/Unknown,None,None,Conditional,Yes,Assumes single-organization data access; limited cross-organizational data sharing.,Does not reconcile conflicting records generated independently across separate stakeholder systems.,Provides foundational methodology for return and unknown verification.,Marketplace Dashboard,OpenAlex,https://doi.org/10.1016/s2095-3119(20)63451-7,12.0,Relevant
